date, symbol, under, expiration, strike, put/call, bid, ask, price, volume, open interest, implied vol, delta, gamma, rho, theta, vega, nonstd
2015-01-05,SPY   150213P00237500,SPY,2015-02-13,237.5,P,35.47,35.79,0,0,0,0.113826,-1.00001,3.8e-06,-0.253766,6.812e-05,1.879e-05,0
2015-01-05,SPY   150213P00240000,SPY,2015-02-13,240,P,37.97,38.29,0,0,0,0.113826,-1.00001,1.07e-06,-0.256438,7.009e-05,5.28e-06,0
2015-01-05,SPY   150213P00242500,SPY,2015-02-13,242.5,P,40.47,40.79,0,0,0,0.113826,-1.00001,2.8e-07,-0.259109,7.066e-05,1.39e-06,0
2015-01-05,SPY   150213P00245000,SPY,2015-02-13,245,P,42.97,43.29,0,0,0,0.113826,-1.00001,7e-08,-0.261781,7.081e-05,3.4e-07,0
2015-01-05,SPY   150220C00080000,SPY,2015-02-20,80,C,121.7,122.04,0,0,0,1.10225,0.994774,0.00019117,0.0993013,-0.0130312,0.0108058,0
2015-01-05,SPY   150220C00085000,SPY,2015-02-20,85,C,116.71,117.05,0,0,0,1.04304,0.994137,0.00022366,0.105428,-0.0136479,0.0119631,0
2015-01-05,SPY   150220C00090000,SPY,2015-02-20,90,C,111.72,112.06,0,0,0,0.986448,0.993446,0.00026094,0.111542,-0.0142383,0.0131999,0
2015-01-05,SPY   150220C00095000,SPY,2015-02-20,95,C,106.72,107.06,0,0,0,0.925167,0.993013,0.00029436,0.117733,-0.0141289,0.0139655,0
2015-01-05,SPY   150220C00100000,SPY,2015-02-20,100,C,101.73,102.07,0,0,0,0.873627,0.992209,0.00034304,0.123818,-0.0146788,0.0153684,0
2015-01-05,SPY   150220C00105000,SPY,2015-02-20,105,C,96.74,97.08,96.88,1,1,0.805071,0.992417,0.00036352,0.130197,-0.0132183,0.0150081,0
2015-01-05,SPY   150220C00110000,SPY,2015-02-20,110,C,91.75,92.09,0,0,0,0.775797,0.990366,0.00046516,0.135927,-0.0156908,0.0185062,0
2015-01-05,SPY   150220C00115000,SPY,2015-02-20,115,C,86.76,87.1,0,0,0,0.729176,0.989305,0.00054204,0.141946,-0.0161501,0.0202688,0
2015-01-05,SPY   150220C00120000,SPY,2015-02-20,120,C,81.77,82.11,0,0,0,0.68389,0.988132,0.00063253,0.147937,-0.0165759,0.0221836,0
2015-01-05,SPY   150220C00125000,SPY,2015-02-20,125,C,76.78,77.12,0,0,0,0.639813,0.98683,0.00073978,0.153895,-0.016966,0.0242727,0
2015-01-05,SPY   150220C00126000,SPY,2015-02-20,126,C,75.79,76.13,0,0,0,0.634333,0.986202,0.00077674,0.154983,-0.0175071,0.0252671,0
2015-01-05,SPY   150220C00127000,SPY,2015-02-20,127,C,74.79,75.13,0,0,0,0.624859,0.986003,0.00079834,0.156192,-0.0174608,0.0255819,0
2015-01-05,SPY   150220C00128000,SPY,2015-02-20,128,C,73.79,74.13,0,0,0,0.61545,0.985798,0.00082071,0.1574,-0.0174138,0.0259027,0
2015-01-05,SPY   150220C00129000,SPY,2015-02-20,129,C,72.81,73.15,0,0,0,0.613535,0.984694,0.00087799,0.158355,-0.0185081,0.0276245,0
2015-01-05,SPY   150220C00130000,SPY,2015-02-20,130,C,71.8,72.14,77.44,0,1000,0.600541,0.984919,0.00088564,0.159685,-0.0178898,0.0272749,0
2015-01-05,SPY   150220C00131000,SPY,2015-02-20,131,C,70.8,71.14,0,0,0,0.591277,0.984695,0.000911,0.160888,-0.0178389,0.027623,0
2015-01-05,SPY   150220C00132000,SPY,2015-02-20,132,C,69.81,70.15,0,0,0,0.585603,0.984,0.00095547,0.161959,-0.0183499,0.0286934,0
2015-01-05,SPY   150220C00133000,SPY,2015-02-20,133,C,68.81,69.15,0,0,0,0.576415,0.983758,0.00098324,0.163158,-0.0182956,0.0290641,0
2015-01-05,SPY   150220C00134000,SPY,2015-02-20,134,C,67.82,68.17,0,0,0,0.57229,0.982805,0.00103981,0.164157,-0.0190687,0.0305163,0
2015-01-05,SPY   150220C00135000,SPY,2015-02-20,135,C,66.88,67.12,67.39,1,1,0.564763,0.982305,0.00107973,0.165284,-0.0192824,0.0312711,0
2015-01-05,SPY   150220C00136000,SPY,2015-02-20,136,C,65.88,66.13,0,0,0,0.557233,0.981793,0.00112122,0.166408,-0.019492,0.0320397,0
2015-01-05,SPY   150220C00137000,SPY,2015-02-20,137,C,64.89,65.13,0,0,0,0.549701,0.981269,0.00116435,0.167529,-0.0196975,0.0328225,0
2015-01-05,SPY   150220C00138000,SPY,2015-02-20,138,C,63.89,64.14,0,0,0,0.542194,0.980728,0.00120938,0.168645,-0.0199035,0.0336265,0
2015-01-05,SPY   150220C00139000,SPY,2015-02-20,139,C,62.9,63.14,0,0,0,0.534656,0.980178,0.00125606,0.169759,-0.0201,0.0344386,0
2015-01-05,SPY   150220C00140000,SPY,2015-02-20,140,C,61.9,62.15,0,0,0,0.527117,0.979615,0.00130465,0.17087,-0.0202923,0.0352667,0
2015-01-05,SPY   150220C00141000,SPY,2015-02-20,141,C,60.91,61.16,0,0,0,0.520954,0.978789,0.00136518,0.171908,-0.0207383,0.0364715,0
2015-01-05,SPY   150220C00142000,SPY,2015-02-20,142,C,59.91,60.16,0,0,0,0.512038,0.978443,0.00140805,0.17308,-0.0206639,0.0369729,0
2015-01-05,SPY   150220C00143000,SPY,2015-02-20,143,C,58.92,59.17,0,0,0,0.505812,0.977581,0.00147329,0.174109,-0.021097,0.0382156,0
2015-01-05,SPY   150220C00144000,SPY,2015-02-20,144,C,57.92,58.18,0,0,0,0.498242,0.976953,0.00153087,0.175203,-0.0212696,0.039115,0
2015-01-05,SPY   150220C00145000,SPY,2015-02-20,145,C,56.91,57.17,61.51,0,1000,0.486876,0.977086,0.00155902,0.17651,-0.020686,0.0389254,0
2015-01-05,SPY   150220C00146000,SPY,2015-02-20,146,C,55.92,56.21,0,0,0,0.484319,0.975386,0.00166437,0.177306,-0.0218477,0.0413375,0
2015-01-05,SPY   150220C00147000,SPY,2015-02-20,147,C,54.93,55.22,0,0,0,0.4779,0.974441,0.00174081,0.178314,-0.0222479,0.042663,0
2015-01-05,SPY   150220C00148000,SPY,2015-02-20,148,C,53.93,54.22,0,0,0,0.469129,0.973997,0.00179905,0.179461,-0.0221563,0.043281,0
2015-01-05,SPY   150220C00149000,SPY,2015-02-20,149,C,52.94,53.23,0,0,0,0.462659,0.973006,0.00188209,0.180457,-0.0225426,0.0446543,0
2015-01-05,SPY   150220C00150000,SPY,2015-02-20,150,C,51.95,52.24,56.73,0,1005,0.45613,0.971989,0.00196879,0.181446,-0.0229188,0.0460522,0
2015-01-05,SPY   150220C00151000,SPY,2015-02-20,151,C,50.96,51.25,0,0,0,0.449545,0.970944,0.00205938,0.182428,-0.0232848,0.0474759,0
2015-01-05,SPY   150220C00152000,SPY,2015-02-20,152,C,49.97,50.26,0,0,0,0.442906,0.96987,0.00215413,0.183403,-0.0236407,0.0489267,0
2015-01-05,SPY   150220C00153000,SPY,2015-02-20,153,C,48.98,49.27,0,0,0,0.436215,0.968766,0.0022533,0.18437,-0.0239863,0.0504059,0
2015-01-05,SPY   150220C00154000,SPY,2015-02-20,154,C,47.98,48.28,0,0,0,0.428508,0.967906,0.00234587,0.185405,-0.0240966,0.0515495,0
2015-01-05,SPY   150220C00155000,SPY,2015-02-20,155,C,47.02,47.3,52.55,0,4507,0.425463,0.965632,0.00249956,0.18605,-0.0253075,0.0545367,0
2015-01-05,SPY   150220C00156000,SPY,2015-02-20,156,C,46,46.3,0,0,0,0.414937,0.965535,0.00256893,0.187298,-0.0247408,0.0546635,0
2015-01-05,SPY   150220C00157000,SPY,2015-02-20,157,C,45.03,45.32,0,0,0,0.410722,0.96345,0.00272328,0.187997,-0.0256938,0.0573592,0
2015-01-05,SPY   150220C00158000,SPY,2015-02-20,158,C,44.03,44.34,0,0,0,0.403748,0.962163,0.00284972,0.188917,-0.0259805,0.0590032,0
2015-01-05,SPY   150220C00159000,SPY,2015-02-20,159,C,43.05,43.34,0,0,0,0.396732,0.960834,0.00298281,0.189827,-0.026256,0.0606855,0
2015-01-05,SPY   150220C00160000,SPY,2015-02-20,160,C,42.09,42.37,42.14,7,3005,0.378837,0.963312,0.00296156,0.191787,-0.0237785,0.0575355,0
2015-01-05,SPY   150220C00161000,SPY,2015-02-20,161,C,41.09,41.37,0,0,0,0.384897,0.957176,0.00330538,0.191373,-0.0273817,0.0652422,0
2015-01-05,SPY   150220C00162000,SPY,2015-02-20,162,C,40.1,40.36,0,0,0,0.376198,0.95628,0.00343878,0.192406,-0.0272143,0.0663414,0
2015-01-05,SPY   150220C00163000,SPY,2015-02-20,163,C,39.12,39.38,0,0,0,0.370461,0.954167,0.00362727,0.193104,-0.0278351,0.0689105,0
2015-01-05,SPY   150220C00164000,SPY,2015-02-20,164,C,38.14,38.4,0,0,0,0.364592,0.951989,0.00382537,0.193785,-0.0284307,0.0715227,0
2015-01-05,SPY   150220C00165000,SPY,2015-02-20,165,C,37.16,37.42,40.52,0,7,0.358598,0.949743,0.0040339,0.19445,-0.029001,0.0741816,0
2015-01-05,SPY   150220C00166000,SPY,2015-02-20,166,C,36.18,36.44,0,0,0,0.352484,0.947424,0.00425375,0.195095,-0.0295459,0.0768907,0
2015-01-05,SPY   150220C00167000,SPY,2015-02-20,167,C,35.2,35.47,33.26,0,0,0.34688,0.944729,0.00449689,0.195639,-0.0302473,0.0799934,0
2015-01-05,SPY   150220C00168000,SPY,2015-02-20,168,C,34.25,34.5,26.05,0,0,0.342912,0.941063,0.00478474,0.195917,-0.031448,0.0841403,0
2015-01-05,SPY   150220C00169000,SPY,2015-02-20,169,C,33.28,33.52,0,0,0,0.336934,0.938188,0.00505452,0.196414,-0.0320712,0.087335,0
2015-01-05,SPY   150220C00170000,SPY,2015-02-20,170,C,32.31,32.55,37.56,0,6,0.331376,0.934913,0.00534995,0.196804,-0.0328328,0.0909146,0
2015-01-05,SPY   150220C00171000,SPY,2015-02-20,171,C,31.33,31.59,0,0,0,0.325629,0.931535,0.00566168,0.197168,-0.0335492,0.0945435,0
2015-01-05,SPY   150220C00172000,SPY,2015-02-20,172,C,30.37,30.62,28.3,0,1,0.320223,0.927744,0.00600076,0.197421,-0.0343852,0.0985418,0
2015-01-05,SPY   150220C00173000,SPY,2015-02-20,173,C,29.41,29.65,32.52,0,0,0.314615,0.923825,0.00635905,0.197641,-0.0351711,0.102597,0
2015-01-05,SPY   150220C00174000,SPY,2015-02-20,174,C,28.45,28.69,29.18,0,0,0.309282,0.919475,0.00674687,0.197744,-0.0360595,0.107009,0
2015-01-05,SPY   150220C00175000,SPY,2015-02-20,175,C,27.47,27.76,31.21,0,320,0.304176,0.914683,0.00716494,0.19773,-0.0370373,0.111764,0
2015-01-05,SPY   150220C00176000,SPY,2015-02-20,176,C,26.53,26.78,30.91,0,5,0.298391,0.910017,0.00759978,0.197754,-0.0378032,0.116292,0
2015-01-05,SPY   150220C00177000,SPY,2015-02-20,177,C,25.58,25.82,25.71,2,5,0.29364,0.904309,0.00808203,0.197493,-0.0389289,0.121702,0
2015-01-05,SPY   150220C00178000,SPY,2015-02-20,178,C,24.62,24.88,29.15,0,4,0.287407,0.899265,0.00857388,0.197421,-0.039562,0.126368,0
2015-01-05,SPY   150220C00179000,SPY,2015-02-20,179,C,23.68,23.94,29.65,0,45,0.282504,0.892867,0.00912097,0.196979,-0.0406598,0.132138,0
2015-01-05,SPY   150220C00180000,SPY,2015-02-20,180,C,22.74,23.03,23,43,3894,0.286518,0.879232,0.00979457,0.194534,-0.0449026,0.143913,0
2015-01-05,SPY   150220C00181000,SPY,2015-02-20,181,C,21.81,22.1,25.43,0,381,0.273526,0.877991,0.0103338,0.195535,-0.0431788,0.144951,0
2015-01-05,SPY   150220C00182000,SPY,2015-02-20,182,C,20.9,21.08,24.48,0,864,0.266012,0.872201,0.0109755,0.19528,-0.0433741,0.149723,0
2015-01-05,SPY   150220C00183000,SPY,2015-02-20,183,C,19.98,20.22,25.03,0,659,0.263145,0.862046,0.0116948,0.19382,-0.0452217,0.157816,0
2015-01-05,SPY   150220C00184000,SPY,2015-02-20,184,C,19.07,19.24,19.35,7,769,0.256397,0.8545,0.0124434,0.193092,-0.045679,0.163612,0
2015-01-05,SPY   150220C00185000,SPY,2015-02-20,185,C,18.16,18.42,18.6,15,1904,0.254092,0.842455,0.0132381,0.19112,-0.0477217,0.172496,0
2015-01-05,SPY   150220C00186000,SPY,2015-02-20,186,C,17.26,17.43,20.76,0,3292,0.246717,0.83408,0.0141018,0.190182,-0.0479263,0.178418,0
2015-01-05,SPY   150220C00187000,SPY,2015-02-20,187,C,16.37,16.55,21.29,0,2022,0.24234,0.822268,0.0150011,0.188294,-0.0491865,0.186428,0
2015-01-05,SPY   150220C00188000,SPY,2015-02-20,188,C,15.46,15.64,15.55,160,3358,0.236201,0.811178,0.015983,0.186622,-0.0497825,0.193599,0
2015-01-05,SPY   150220C00189000,SPY,2015-02-20,189,C,14.61,14.77,15.52,26,2855,0.232181,0.797215,0.0169792,0.184156,-0.0510972,0.202166,0
2015-01-05,SPY   150220C00190000,SPY,2015-02-20,190,C,13.72,13.9,13.8,25,10617,0.226186,0.784031,0.0180875,0.181926,-0.0516554,0.2098,0
2015-01-05,SPY   150220C00191000,SPY,2015-02-20,191,C,12.87,13.05,12.94,22,3968,0.221141,0.768868,0.019228,0.179155,-0.0524879,0.218056,0
2015-01-05,SPY   150220C00192000,SPY,2015-02-20,192,C,12.05,12.2,12.13,29,5697,0.217778,0.751027,0.0203328,0.175641,-0.0538247,0.227078,0
2015-01-05,SPY   150220C00193000,SPY,2015-02-20,193,C,11.22,11.37,11.29,73,5470,0.212464,0.73365,0.0215844,0.172282,-0.0543809,0.235174,0
2015-01-05,SPY   150220C00194000,SPY,2015-02-20,194,C,10.39,10.5,10.48,214,5157,0.20781,0.714349,0.0228393,0.168396,-0.0550459,0.243395,0
2015-01-05,SPY   150220C00195000,SPY,2015-02-20,195,C,9.67,9.72,9.69,487,15311,0.203297,0.693516,0.024113,0.164095,-0.055616,0.251388,0
2015-01-05,SPY   150220C00196000,SPY,2015-02-20,196,C,8.89,8.94,8.88,905,6430,0.198662,0.671279,0.0254172,0.159419,-0.0559783,0.258944,0
2015-01-05,SPY   150220C00197000,SPY,2015-02-20,197,C,8.13,8.18,8.02,442,10029,0.193847,0.647573,0.0267503,0.15435,-0.0560901,0.26592,0
2015-01-05,SPY   150220C00198000,SPY,2015-02-20,198,C,7.38,7.44,7.55,669,5614,0.188802,0.622304,0.0281099,0.148865,-0.0559101,0.272163,0
2015-01-05,SPY   150220C00199000,SPY,2015-02-20,199,C,6.66,6.71,6.66,291,6642,0.183649,0.59528,0.0294662,0.142909,-0.0554493,0.277508,0
2015-01-05,SPY   150220C00200000,SPY,2015-02-20,200,C,5.97,6.01,5.92,10513,36121,0.178668,0.566334,0.0307491,0.136426,-0.0547644,0.281736,0
2015-01-05,SPY   150220C00201000,SPY,2015-02-20,201,C,5.3,5.33,5.22,1980,12425,0.173419,0.535538,0.0319974,0.129447,-0.0536853,0.284559,0
2015-01-05,SPY   150220C00202000,SPY,2015-02-20,202,C,4.65,4.69,4.65,8451,11948,0.168164,0.502776,0.0331279,0.121931,-0.0522619,0.285686,0
2015-01-05,SPY   150220C00203000,SPY,2015-02-20,203,C,4.04,4.08,4.06,11582,11874,0.162985,0.468103,0.034072,0.113885,-0.0504886,0.284779,0
2015-01-05,SPY   150220C00204000,SPY,2015-02-20,204,C,3.47,3.51,3.45,10928,12468,0.157959,0.431706,0.0347508,0.105351,-0.0483644,0.281496,0
2015-01-05,SPY   150220C00205000,SPY,2015-02-20,205,C,2.94,2.97,2.96,12287,20741,0.15299,0.393792,0.0351161,0.0963802,-0.0458435,0.275507,0
2015-01-05,SPY   150220C00206000,SPY,2015-02-20,206,C,2.46,2.48,2.45,3745,24857,0.147984,0.354573,0.0351162,0.0870276,-0.0428897,0.266492,0
2015-01-05,SPY   150220C00207000,SPY,2015-02-20,207,C,2.01,2.04,2,6513,31436,0.143034,0.314524,0.0346593,0.0774069,-0.0395446,0.254228,0
2015-01-05,SPY   150220C00208000,SPY,2015-02-20,208,C,1.62,1.65,1.62,7669,26630,0.138481,0.27471,0.0336301,0.0677769,-0.0359631,0.238825,0
2015-01-05,SPY   150220C00209000,SPY,2015-02-20,209,C,1.28,1.3,1.29,4840,17422,0.133895,0.235243,0.0320679,0.0581782,-0.0320564,0.22019,0
2015-01-05,SPY   150220C00210000,SPY,2015-02-20,210,C,0.99,1.01,0.99,8113,83053,0.129743,0.197685,0.0299219,0.0489957,-0.0280824,0.199084,0
2015-01-05,SPY   150220C00211000,SPY,2015-02-20,211,C,0.75,0.77,0.76,2956,12967,0.125927,0.162726,0.0272804,0.0404108,-0.0241172,0.17617,0
2015-01-05,SPY   150220C00212000,SPY,2015-02-20,212,C,0.55,0.57,0.56,3069,26196,0.122049,0.130277,0.0242398,0.0324136,-0.0201277,0.151714,0
2015-01-05,SPY   150220C00213000,SPY,2015-02-20,213,C,0.4,0.42,0.4,2031,13090,0.119055,0.102793,0.021002,0.0256156,-0.0165924,0.128225,0
2015-01-05,SPY   150220C00214000,SPY,2015-02-20,214,C,0.29,0.3,0.3,5250,100165,0.116425,0.0794669,0.0177415,0.0198305,-0.0134026,0.105925,0
2015-01-05,SPY   150220C00215000,SPY,2015-02-20,215,C,0.2,0.22,0.21,18879,38784,0.114266,0.0604533,0.0146439,0.0151039,-0.0106551,0.0858099,0
2015-01-05,SPY   150220C00216000,SPY,2015-02-20,216,C,0.15,0.16,0.15,1420,23660,0.113514,0.0468036,0.0120346,0.0117032,-0.00864093,0.0700559,0
2015-01-05,SPY   150220C00217000,SPY,2015-02-20,217,C,0.1,0.12,0.11,640,5772,0.112288,0.0350483,0.0096203,0.00877143,-0.00675842,0.055397,0
2015-01-05,SPY   150220C00218000,SPY,2015-02-20,218,C,0.08,0.09,0.08,1146,8085,0.113002,0.0277971,0.00789185,0.0069595,-0.00561452,0.0457329,0
2015-01-05,SPY   150220C00219000,SPY,2015-02-20,219,C,0.06,0.07,0.06,894,12026,0.113617,0.0218431,0.00641195,0.00547096,-0.00461118,0.0373592,0
2015-01-05,SPY   150220C00220000,SPY,2015-02-20,220,C,0.05,0.06,0.06,903,31775,0.115961,0.0184819,0.00545226,0.00462914,-0.00408434,0.0324229,0
2015-01-05,SPY   150220C00221000,SPY,2015-02-20,221,C,0.03,0.05,0.04,47,9654,0.115792,0.0139177,0.00428196,0.00348772,-0.00319808,0.0254264,0
2015-01-05,SPY   150220C00222000,SPY,2015-02-20,222,C,0.03,0.05,0.04,207,2144,0.120685,0.0134111,0.003979,0.00335896,-0.00322832,0.0246258,0
2015-01-05,SPY   150220C00223000,SPY,2015-02-20,223,C,0.02,0.04,0.04,1,6434,0.120926,0.0103259,0.00316508,0.00258727,-0.00257808,0.0196276,0
2015-01-05,SPY   150220C00224000,SPY,2015-02-20,224,C,0.02,0.04,0.02,91,4597,0.125636,0.010004,0.00296338,0.00250532,-0.00260555,0.0190926,0
2015-01-05,SPY   150220C00225000,SPY,2015-02-20,225,C,0.01,0.03,0.02,62,16405,0.124069,0.00699967,0.00219322,0.00175422,-0.00188042,0.0139543,0
2015-01-05,SPY   150220C00230000,SPY,2015-02-20,230,C,0.01,0.03,0.02,4,986,0.145745,0.00604524,0.00163998,0.00151163,-0.00194049,0.0122573,0
2015-01-05,SPY   150220C00235000,SPY,2015-02-20,235,C,0.01,0.02,0.03,0,4202,0.161612,0.00423684,0.00107772,0.00105818,-0.00156801,0.00893191,0
2015-01-05,SPY   150220C00240000,SPY,2015-02-20,240,C,0,0.02,0.01,5,19,0.17416,0.00272509,0.00067267,0.00068017,-0.00113655,0.00600776,0
2015-01-05,SPY   150220C00245000,SPY,2015-02-20,245,C,0,0.02,0,0,0,0.192579,0.002487,0.0005601,0.00061965,-0.00115716,0.00553142,0
2015-01-05,SPY   150220C00250000,SPY,2015-02-20,250,C,0,0.01,0,0,0,0.210447,0.00229435,0.00047648,0.00057068,-0.0011756,0.00514217,0
2015-01-05,SPY   150220C00255000,SPY,2015-02-20,255,C,0,0.01,0,0,0,0.227875,0.00214085,0.00041327,0.00053162,-0.00119556,0.00482938,0
2015-01-05,SPY   150220C00260000,SPY,2015-02-20,260,C,0,0.01,0,0,0,0.244716,0.00200243,0.00036218,0.00049646,-0.0012084,0.00454517,0
2015-01-05,SPY   150220C00265000,SPY,2015-02-20,265,C,0,0.01,0,0,0,0.261153,0.00188701,0.00032157,0.00046712,-0.00122189,0.00430655,0
2015-01-05,SPY   150220C00270000,SPY,2015-02-20,270,C,0,0.01,0,0,0,0.277275,0.00179345,0.00028918,0.00044329,-0.00123874,0.00411196,0
2015-01-05,SPY   150220C00275000,SPY,2015-02-20,275,C,0,0.01,0,0,0,0.292844,0.00170212,0.00026109,0.00042011,-0.00124754,0.00392094,0
2015-01-05,SPY   150220C00280000,SPY,2015-02-20,280,C,0,0.01,0,0,0,0.308358,0.00163817,0.00023946,0.00040374,-0.00126863,0.00378655,0
2015-01-05,SPY   150220C00285000,SPY,2015-02-20,285,C,0,0.01,0,0,0,0.323064,0.00155871,0.00021843,0.00038365,-0.00127027,0.00361879,0
2015-01-05,SPY   150220C00290000,SPY,2015-02-20,290,C,0,0.01,0,0,0,0.337624,0.00149634,0.00020137,0.00036781,-0.001279,0.00348649,0
2015-01-05,SPY   150220C00295000,SPY,2015-02-20,295,C,0,0.01,0,0,0,0.351904,0.00144172,0.00018675,0.00035392,-0.00128863,0.00337016,0
2015-01-05,SPY   150220C00300000,SPY,2015-02-20,300,C,0,0.01,0,0,0,0.366088,0.00140025,0.00017479,0.00034329,-0.00130533,0.00328153,0
2015-01-05,SPY   150220C00305000,SPY,2015-02-20,305,C,0,0.01,0,0,0,0.379704,0.00135202,0.00016322,0.00033106,-0.00131124,0.00317812,0
2015-01-05,SPY   150220P00080000,SPY,2015-02-20,80,P,0,0.01,0.01,0,15,0.840252,-0.00057769,3.375e-05,-0.00015947,-0.00132859,0.00145444,0
2015-01-05,SPY   150220P00085000,SPY,2015-02-20,85,P,0,0.01,0.01,0,121,0.787652,-0.0006177,3.831e-05,-0.00016966,-0.00132491,0.00154725,0
2015-01-05,SPY   150220P00090000,SPY,2015-02-20,90,P,0,0.01,0.01,0,132,0.738195,-0.0006619,4.357e-05,-0.00018096,-0.00132355,0.0016492,0
2015-01-05,SPY   150220P00095000,SPY,2015-02-20,95,P,0,0.01,0.01,0,216,0.690799,-0.00070355,4.925e-05,-0.00019148,-0.00131032,0.00174471,0
2015-01-05,SPY   150220P00100000,SPY,2015-02-20,100,P,0,0.02,0.01,10,586,0.646074,-0.0007513,5.595e-05,-0.00020361,-0.00130195,0.00185357,0
2015-01-05,SPY   150220P00105000,SPY,2015-02-20,105,P,0,0.02,0.01,0,40,0.603458,-0.00080268,6.366e-05,-0.00021666,-0.00129247,0.00196999,0
2015-01-05,SPY   150220P00110000,SPY,2015-02-20,110,P,0.01,0.02,0.04,0,288,0.583089,-0.00121043,9.606e-05,-0.00032663,-0.00182086,0.00287232,0
2015-01-05,SPY   150220P00115000,SPY,2015-02-20,115,P,0.01,0.03,0.03,2,1136,0.557574,-0.00165157,0.00013341,-0.0004451,-0.00231249,0.00381477,0
2015-01-05,SPY   150220P00120000,SPY,2015-02-20,120,P,0.02,0.04,0.03,1,474,0.538923,-0.00247309,0.00019913,-0.00066644,-0.00322453,0.00550344,0
2015-01-05,SPY   150220P00125000,SPY,2015-02-20,125,P,0.04,0.06,0.03,0,5011,0.527639,-0.00404074,0.0003164,-0.00109028,-0.00491095,0.00856109,0
2015-01-05,SPY   150220P00126000,SPY,2015-02-20,126,P,0.04,0.06,0.06,0,50,0.519591,-0.00410156,0.00032562,-0.00110575,-0.00490116,0.00867634,0
2015-01-05,SPY   150220P00127000,SPY,2015-02-20,127,P,0.04,0.06,0,0,0,0.511603,-0.00416383,0.00033519,-0.00112159,-0.00489132,0.00879412,0
2015-01-05,SPY   150220P00128000,SPY,2015-02-20,128,P,0.05,0.07,0.05,0,250,0.514179,-0.00489427,0.0003853,-0.00131991,-0.00567915,0.0101595,0
2015-01-05,SPY   150220P00129000,SPY,2015-02-20,129,P,0.05,0.07,0,0,0,0.506098,-0.00496509,0.00039649,-0.00133785,-0.00566192,0.0102903,0
2015-01-05,SPY   150220P00130000,SPY,2015-02-20,130,P,0.05,0.07,0.06,10,16299,0.49813,-0.00504139,0.00040834,-0.00135724,-0.005649,0.0104311,0
2015-01-05,SPY   150220P00131000,SPY,2015-02-20,131,P,0.06,0.07,0.06,0,67,0.494886,-0.00546279,0.00044145,-0.00147078,-0.00602767,0.0112033,0
2015-01-05,SPY   150220P00132000,SPY,2015-02-20,132,P,0.06,0.08,0.07,10,251,0.491179,-0.00587864,0.00047471,-0.0015827,-0.00638516,0.0119573,0
2015-01-05,SPY   150220P00133000,SPY,2015-02-20,133,P,0.06,0.08,0.07,70,11,0.48325,-0.00597107,0.00048922,-0.0016062,-0.00636963,0.0121239,0
2015-01-05,SPY   150220P00134000,SPY,2015-02-20,134,P,0.06,0.08,0.07,0,66,0.475375,-0.00606587,0.00050432,-0.0016303,-0.00635395,0.0122944,0
2015-01-05,SPY   150220P00135000,SPY,2015-02-20,135,P,0.07,0.09,0.08,0,3935,0.475191,-0.00684834,0.00056169,-0.00184182,-0.0070712,0.0136876,0
2015-01-05,SPY   150220P00136000,SPY,2015-02-20,136,P,0.07,0.09,0.08,20,5001,0.467308,-0.00695846,0.00057927,-0.00186981,-0.00705255,0.0138818,0
2015-01-05,SPY   150220P00137000,SPY,2015-02-20,137,P,0.08,0.1,0.08,0,1014,0.46629,-0.00775709,0.00063888,-0.00208545,-0.00774442,0.0152769,0
2015-01-05,SPY   150220P00138000,SPY,2015-02-20,138,P,0.08,0.1,0.09,50,534,0.458409,-0.00788394,0.0006592,-0.0021177,-0.00772298,0.0154965,0
2015-01-05,SPY   150220P00139000,SPY,2015-02-20,139,P,0.08,0.1,0.1,10,878,0.450577,-0.00801418,0.00068039,-0.00215081,-0.0077012,0.0157214,0
2015-01-05,SPY   150220P00140000,SPY,2015-02-20,140,P,0.09,0.11,0.1,11,8717,0.448832,-0.00884551,0.00074485,-0.00237475,-0.0083656,0.0171442,0
2015-01-05,SPY   150220P00141000,SPY,2015-02-20,141,P,0.09,0.11,0.09,0,2277,0.441005,-0.00899421,0.00076923,-0.00241256,-0.00834067,0.0173964,0
2015-01-05,SPY   150220P00142000,SPY,2015-02-20,142,P,0.1,0.12,0.1,0,1264,0.438707,-0.00984905,0.00083716,-0.00264249,-0.00898296,0.0188342,0
2015-01-05,SPY   150220P00143000,SPY,2015-02-20,143,P,0.1,0.12,0.1,0,581,0.430894,-0.0100183,0.00086512,-0.00268554,-0.00895527,0.0191166,0
2015-01-05,SPY   150220P00144000,SPY,2015-02-20,144,P,0.11,0.13,0.12,254,1954,0.428118,-0.0108981,0.000937,-0.00292177,-0.00957474,0.0205716,0
2015-01-05,SPY   150220P00145000,SPY,2015-02-20,145,P,0.12,0.14,0.13,12,2991,0.424977,-0.0117912,0.0010108,-0.00316142,-0.0101778,0.022029,0
2015-01-05,SPY   150220P00146000,SPY,2015-02-20,146,P,0.12,0.14,0.11,0,3076,0.417147,-0.0119995,0.00104554,-0.00321438,-0.0101432,0.0223662,0
2015-01-05,SPY   150220P00147000,SPY,2015-02-20,147,P,0.13,0.15,0.14,46,1028,0.413669,-0.0129269,0.00112454,-0.00346281,-0.0107285,0.0238556,0
2015-01-05,SPY   150220P00148000,SPY,2015-02-20,148,P,0.14,0.16,0.16,1,1037,0.40987,-0.0138643,0.00120569,-0.00371365,-0.0112923,0.0253422,0
